人物姓名,人物网址,所处时代,本名,民族族群,出生地,逝世日期,主要成就,官职,字,爵位,别名,出生日期,谥号,籍贯,字号,主要作品,中文名,民族,职业,父亲,国籍,性别,陵墓,去世时间,典故,年号,别称,在位时间,封爵,职位,出生时间,庙号,儿子,追赠,兄弟,身份,追封,地位,信仰,势力,官爵,相关事件,母亲,子,代表作品,子嗣,外文名,夫君,父,记载,官位,葬处,结局,家世信息,封号,丈夫,子女,配偶,祖籍,祖父,朝代,容貌,家世,号,陵寝,特征,人物关系,职务,兄长,官至,嫡庶身份,尊称,持麾经历,终年,武器,家世归属,书法成就,逝世地,后世追谥,加封,阵营,所处朝代,哥哥,相关典故,去世地,追尊,宋代加封,所处时期,样貌,藏处,主效势力,最高任职,宗教信仰,妻子,主公,史料记载,婚姻状况,姐妹,出处,史书记载,封侯,外号,食邑,拼音,出生地点,生卒年,相关历史人物,曾祖,评价,孙,父母,族弟,叔祖父,身世,结果,死因,兄弟姐妹,特点,好友,国家,相关人物,时期,气质,年代,登场作品,主要事迹,曾祖父,简介
 张虎,https://baike.baidu.com/item/%E5%BC%A0%E8%99%8E/9504085,"[""三国""]","[""张虎""]","[""汉族""]","[""雁门马邑""]",,,"[""偏将军""]",,"[""晋阳侯""]",,,,"[""雁门马邑""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 徐盖,https://baike.baidu.com/item/%E5%BE%90%E7%9B%96/31430,"[""三国（曹魏）""]",,,,,"[""袭爵阳平侯""]",,,,,,,,,,"[""徐盖""]","[""汉""]","[""王侯""]",,"[""中国""]","[""男""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯楙,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E6%A5%99/4295670,"[""曹魏""]","[""夏侯楙""]","[""汉族""]",,,,,,"[""列侯""]",,,,"[""沛国谯县（今安徽亳州）""]","[""子林""]",,,,,"[""夏侯惇""]",,,,,,,,,,"[""侍中、尚书、安西将军、镇东将军""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯充,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E5%85%85/4470202,"[""三国""]","[""夏侯充""]","[""汉族""]",,,,,,"[""高安乡侯""]",,,,,,,,,,"[""夏侯惇""]","[""曹魏""]",,,,,,,,,,,,"[""夏侯廙""]",,"[""夏侯楙夏侯子臧夏侯子江 ""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯廙,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E5%BB%99/4312473,"[""三国""]","[""夏侯廙""]","[""汉族""]",,,,,,"[""高安乡侯""]",,,,,,,,,,"[""夏侯充""]","[""曹魏""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""夏侯惇""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯惠,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E6%83%A0/4109864,,,,"[""沛国谯（今安徽亳州）""]",,,,,,"[""稚权""]",,,,,,"[""夏侯惠""]","[""汉族""]",,,"[""曹魏""]",,,,,,,,,"[""黄门侍郎、乐安太守""]",,,,,,,,,,,,,,,"[""文集二卷""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 庞柔,https://baike.baidu.com/item/%E5%BA%9E%E6%9F%94/1613692,"[""东汉""]","[""庞柔""]","[""汉人""]","[""雍州南安郡狟道县""]",,,,,,,,,,,,,,,,"[""蜀汉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹彬,https://baike.baidu.com/item/%E6%9B%B9%E5%BD%AC/6691286,"[""东汉末年""]","[""曹彬""]","[""汉人""]","[""豫州沛国谯（安徽亳州市亳县）""]",,,,,"[""蓟公""]",,,"[""恭""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯玄,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E7%8E%84/645573,"[""三国""]","[""夏侯玄""]","[""汉族""]","[""沛国谯县""]","[""254年""]","[""开创魏晋玄学先河""]","[""征西将军、大鸿胪、太常""]","[""泰初""]","[""昌陵乡侯""]","[""夏侯泰初""]","[""209年""]",,,,"[""《时事信》"", ""《答司马宣王书》"", ""《皇胤赋》"", ""《乐毅论》""]",,,,,,,,,"[""蒹葭倚玉树""]",,,,,,,,,,,,,"[""四聪之一""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张雄,https://baike.baidu.com/item/%E5%BC%A0%E9%9B%84/4121203,"[""三国时期""]","[""张雄""]","[""汉族""]",,,,,,"[""鄚侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 李乾,https://baike.baidu.com/item/%E6%9D%8E%E4%B9%BE/70185,,,,"[""山阳郡钜野县（今菏泽巨野县）""]","[""195年""]",,"[""将军""]",,,,,,,,,"[""李乾""]","[""汉族""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""曹魏""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 乐綝,https://baike.baidu.com/item/%E4%B9%90%E7%B6%9D/2393489,"[""三国""]","[""乐綝""]","[""汉族""]","[""阳平卫国""]","[""257年""]","[""扬州刺史""]",,,"[""广昌亭侯""]",,"[""195年""]","[""愍""]",,,,,,,,,,,,,,,,,,,,,"[""卫尉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 乐肇,https://baike.baidu.com/item/%E4%B9%90%E8%82%87/17624901,"[""三国""]","[""乐肇""]","[""汉人""]","[""阳平卫国（今山东莘县）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""乐綝""]",,,,,,,,,,,"[""乐进""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 典满,https://baike.baidu.com/item/%E5%85%B8%E6%BB%A1/2394450,"[""汉末三国""]","[""典满""]","[""汉族""]","[""陈留己吾""]",,,"[""司马、都尉""]",,"[""关内侯""]",,,,,,,,,,"[""典韦""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹馥,https://baike.baidu.com/item/%E6%9B%B9%E9%A6%A5/3691495,"[""三国、西晋""]","[""曹馥""]","[""汉族""]","[""沛国谯郡（今安徽亳州）""]","[""311年6月12日""]","[""随司马越起兵，永嘉之乱殉国""]",,,,,,,,,,,,,"[""曹洪""]","[""沛国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹范,https://baike.baidu.com/item/%E6%9B%B9%E8%8C%83/24482358,"[""三国时期""]","[""曹范""]","[""汉族""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""曹楷，曹泰""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹泰,https://baike.baidu.com/item/%E6%9B%B9%E6%B3%B0/37320,"[""三国""]","[""曹泰""]","[""汉族""]",,,,"[""镇东将军""]",,"[""陈侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹炽,https://baike.baidu.com/item/%E6%9B%B9%E6%A5%B7/12701108,"[""三国""]","[""曹楷""]","[""汉""]",,,,,,"[""列侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹褒,https://baike.baidu.com/item/%E6%9B%B9%E7%82%BD/9050663,"[""东汉""]","[""曹炽""]","[""汉族""]","[""沛国谯县（今安徽亳州）""]","[""183年""]",,,,,,"[""145年""]",,,"[""元盛""]",,,,,"[""曹褒""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 于圭,https://baike.baidu.com/item/%E6%9B%B9%E8%A4%92/3969955,"[""东汉""]","[""曹褒""]","[""汉族""]","[""沛国谯县（今安徽亳州）""]","[""166年""]",,,"[""叔兴""]",,"[""曹叔兴""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 许仪,https://baike.baidu.com/item/%E4%BA%8E%E5%9C%AD/5691023,,,,,"[""不详""]",,,,,,"[""不详""]",,,,,"[""于圭""]","[""汉族""]","[""益寿亭侯""]","[""于禁""]","[""古中国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 文休,https://baike.baidu.com/item/%E8%AE%B8%E4%BB%AA/6427024,,,,"[""谯国谯""]","[""263年""]",,,,"[""牟乡侯""]",,,,,,,"[""许仪""]","[""汉族""]",,"[""许褚""]","[""曹魏""]",,,,,,,,,,,,"[""许综""]",,,,,,,,,,,,,,,,,,,,"[""被钟会所杀""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 臧艾,https://baike.baidu.com/item/%E6%96%87%E4%BC%91/8890679,,"[""文休""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""文武""]",,,"[""文聘养子""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""文岱""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""文厚""]",,,,,,,,,,,,,,,,
 臧光亮,https://baike.baidu.com/item/%E8%87%A7%E8%89%BE/3046352,"[""三国""]","[""臧艾""]","[""汉族""]","[""泰山华县（今山东费县方城镇）""]",,"[""巴结邓飏""]",,,,,,"[""恭""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 郭统,https://baike.baidu.com/item/%E8%87%A7%E5%85%89%E4%BA%AE/22241800,"[""晋""]","[""臧光亮""]","[""晋人""]","[""下相（今江苏泗洪）""]","[""323年""]","[""《军事论》""]",,,,,"[""235年""]",,,"[""子亮""]","[""《静心居士诗集》""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 郭缊,https://baike.baidu.com/item/%E9%83%AD%E7%BB%9F/3644578,"[""三国时期""]","[""郭统""]","[""汉人""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""魏国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 郭遵,https://baike.baidu.com/item/%E9%83%AD%E7%BC%8A/452811,"[""东汉""]","[""郭缊""]","[""汉族""]","[""太原阳曲（今山西太原）""]",,"[""其子郭淮是三国时期魏国名将""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 钟毅,https://baike.baidu.com/item/%E9%83%AD%E9%81%B5/7214,"[""东汉""]","[""郭遵""]","[""华夏（汉人）""]","[""晋阳""]",,"[""巡察天下""]","[""兖州刺史、守光禄大夫""]",,,,,,,,,,,,,,,,,,,"[""东汉八俊之一""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 邓忠,https://baike.baidu.com/item/%E9%92%9F%E6%AF%85/4693543,"[""三国（曹魏）""]","[""钟毅""]",,"[""颍川长社（今河南长葛）""]","[""264年""]",,,,,,,,,,,,"[""汉族""]",,,,"[""男""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹肇,https://baike.baidu.com/item/%E9%82%93%E5%BF%A0/22282,"[""三国（曹魏）""]","[""邓忠""]","[""汉族""]",,"[""264年""]","[""随邓艾灭蜀，大破诸葛瞻""]",,,"[""惠唐亭侯""]",,"[""不详""]",,"[""义阳棘阳（今河南新野）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹纂,https://baike.baidu.com/item/%E6%9B%B9%E8%82%87/2410476,"[""曹魏""]","[""曹肇""]","[""汉族""]","[""沛国谯县""]","[""244年""]","[""散骑常侍 屯骑校尉 卫将军 长平侯""]",,,,"[""字长思""]","[""不详""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹兴,https://baike.baidu.com/item/%E6%9B%B9%E7%BA%82/15724452,"[""三国""]","[""曹纂""]","[""汉人""]","[""沛国谯县（今安徽亳州）人""]",,,,,,"[""曹德思""]",,,,"[""德思""]",,,,,,,,,,,,,,,,,,,,,,,,,"[""魏国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 曹识,https://baike.baidu.com/item/%E6%9B%B9%E5%85%B4/20105884,"[""三国时期""]","[""曹兴""]","[""汉人""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""魏国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张泉,https://baike.baidu.com/item/%E6%9B%B9%E8%AF%86/24218704,"[""晋""]","[""曹识""]","[""汉族""]","[""许昌""]",,"[""官拜右军将军""]",,,,,,,,"[""不详""]","[""不详""]",,,,,,,,"[""不详""]",,,"[""不详""]",,,,"[""不详""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王广,https://baike.baidu.com/item/%E5%BC%A0%E6%B3%89/4388459,"[""东汉""]","[""张泉""]","[""汉人""]","[""武威祖厉""]","[""219年""]",,,,,,,,,,,,,,"[""张绣""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王明山,https://baike.baidu.com/item/%E7%8E%8B%E5%B9%BF/20034,"[""三国（曹魏）""]","[""王广""]","[""汉族""]",,"[""251年""]",,,,,,,,,"[""公渊""]",,,,,"[""王淩""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""王允""]",,,,,,,,,,,,,,,
 王金虎,https://baike.baidu.com/item/%E7%8E%8B%E6%98%8E%E5%B1%B1/51552,,,,,,,,,,,,,,,,"[""王明山""]",,"[""书法家""]",,"[""中国""]","[""男""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 金虎,https://baike.baidu.com/item/%E7%8E%8B%E9%87%91%E8%99%8E/51487,"[""三国（曹魏）""]","[""王金虎""]",,,,,,,,,,,,,,,"[""汉""]",,,,"[""男""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王允,https://baike.baidu.com/item/%E9%87%91%E8%99%8E/1603893,,"[""金虎""]",,,,,,,,"[""王金虎""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""《 魏氏春秋 》""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""三国时魏国官吏王淩之子""]",,,,,,,,,,,,,,
 和郁,https://baike.baidu.com/item/%E7%8E%8B%E5%85%81/3640,"[""东汉""]","[""王允""]","[""汉族""]","[""太原祁县""]","[""192年7月4日""]","[""谋划刺杀董卓""]","[""司徒、录尚书事""]","[""子师""]",,,"[""137年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 和峤,https://baike.baidu.com/item/%E5%92%8C%E9%83%81/19374997,"[""西晋""]","[""和郁""]","[""汉族""]","[""汝南西平（今河南西平）""]","[""320年""]","[""尚书令 汝南亭侯""]",,,,,"[""不详""]",,,"[""字仲舆""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 毌丘宗,https://baike.baidu.com/item/%E5%92%8C%E5%B3%A4/4018977,,,,"[""汝南西平（今河南西平）""]","[""公元292年""]",,"[""给事黄门侍郎，中书令""]",,,"[""长舆""]",,"[""简""]",,,,"[""和峤""]","[""汉族""]","[""官员""]",,"[""中国（曹魏→西晋）""]",,,,,,,,,,,,,"[""金紫光禄大夫""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 毌丘甸,https://baike.baidu.com/item/%E6%AF%8C%E4%B8%98%E5%AE%97/17929640,"[""魏晋""]","[""毌丘宗""]",,"[""司隶河东郡闻喜""]",,"[""晋零陵太守""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 毌丘秀,https://baike.baidu.com/item/%E6%AF%8C%E4%B8%98%E7%94%B8/6753542,"[""三国""]","[""毌丘甸""]","[""汉族""]","[""河东闻喜(今山西省运城闻喜）""]","[""255年""]",,,"[""子邦""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""灵山被攻下后被诛杀""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 毌丘重,https://baike.baidu.com/item/%E6%AF%8C%E4%B8%98%E7%A7%80/2745963,"[""三国""]","[""毌丘秀""]","[""汉族""]",,,,,,,,,,"[""河东闻喜""]","[""叔恭""]",,,,,,,,,,,,,,,,,,,,,,,,,"[""曹魏->孙吴""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 甘夫人,https://baike.baidu.com/item/%E6%AF%8C%E4%B8%98%E9%87%8D/22227544,"[""三国""]","[""毌丘重""]","[""汉族""]","[""河东闻喜（今山西闻喜县）人""]",,"[""毌丘俭战败逃入东吴""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘永,https://baike.baidu.com/item/%E7%94%98%E5%A4%AB%E4%BA%BA/16927,"[""东汉""]","[""甘氏""]","[""汉人""]","[""沛国""]",,,,,,"[""甘夫人、甘皇后""]",,"[""皇思夫人、昭烈皇后""]",,,,,,,,,,"[""惠陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘理,https://baike.baidu.com/item/%E5%88%98%E6%B0%B8/9829545,"[""三国""]","[""刘永""]","[""汉人""]",,,,"[""奉车都尉""]","[""公寿""]","[""鲁王→甘陵王→乡侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""涿郡涿县（今河北涿州）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘弘,https://baike.baidu.com/item/%E5%88%98%E7%90%86/18120,"[""三国""]","[""刘理""]","[""汉族""]",,"[""244年""]",,,"[""奉孝""]","[""梁王→安平王""]",,"[""约215年""]","[""悼""]","[""涿郡涿县（今河北涿州）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘晨,https://baike.baidu.com/item/%E5%88%98%E5%BC%98/3170290,"[""东汉末年""]","[""刘弘""]",,"[""南阳安众""]",,,,,,,,,,"[""子高""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘瑶,https://baike.baidu.com/item/%E5%88%98%E6%99%A8/17551136,"[""魏晋""]","[""刘晨""]","[""汉族""]","[""益州""]",,,,,,,,,"[""幽州涿郡涿(河北保定市涿州)""]","[""耀辉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘辑,https://baike.baidu.com/item/%E5%88%98%E7%91%B6/1068399,"[""三国-西晋""]","[""刘瑶""]","[""汉人""]",,,,,,"[""安定王""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘胤,https://baike.baidu.com/item/%E5%88%98%E8%BE%91/9935360,"[""三国""]","[""刘辑""]","[""汉族""]",,,,"[""奉车都尉""]",,"[""武邑侯→安平王→乡侯""]",,,,"[""涿郡涿县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘璩,https://baike.baidu.com/item/%E5%88%98%E8%83%A4/546493,"[""三国""]","[""刘胤""]","[""汉族""]",,"[""256年""]","[""袭爵安平王""]",,,"[""安平王""]",,,"[""哀""]","[""涿郡涿县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘恂,https://baike.baidu.com/item/%E5%88%98%E7%92%A9/9935267,"[""三国""]","[""刘璩""]",,"[""蜀汉""]","[""西晋初期""]","[""蜀汉上党王""]",,,,"[""刘虔""]","[""蜀汉后期""]",,,,,,,,"[""刘禅""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘谌,https://baike.baidu.com/item/%E5%88%98%E6%81%82/84667,"[""三国→西晋""]","[""刘恂""]","[""汉族""]","[""益州蜀郡""]","[""约311年""]",,,,"[""（蜀）新兴王→（晋）安乐公""]","[""新兴王、洮阳王""]",,,"[""幽州涿郡涿""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘瓒,https://baike.baidu.com/item/%E5%88%98%E8%B0%8C/34092,"[""三国·蜀国""]","[""刘谌""]","[""汉族""]","[""益州蜀郡""]","[""263年""]",,,,"[""北地王""]",,,,"[""涿郡涿县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""自杀殉国""]",,,,,,,,,,,,,
